text,adv_text,minimal_k
"Science Magazine Names Mars Discovery Breakthrough of the Year Before leaving Endurance Crater, Opportunity rovers panoramic camera, or Pancam, captured this view of  quot;Burns Cliff quot; at the base of the southeastern portion of the inner wall of the crater.","Science Magazine Names Mars Discovery Breakthrough of the Year Formerly leaving Endurance Crater, Opportunity rovers panoramic camera, or Pancam, captured this view of  quot;Combustion Cliff quot; at the base of the southeastern portion to the inside wall of nova crater.",5.0
CIA accused over Iraq detainees US army generals tell a Senate committee that dozens of detainees may have been held in secret in Iraq.,ICA accused over Iraq detentions US army generals dis a Senate committee that dozens to detainees may have been held in secret at Iraq.,5.0
"Interest Rate Changes Can Affect 401(k)s (AP) AP - With the stock market just sputtering along this year and the Federal Reserve raising interest rates, it may be time to review the holdings in your 401(k) retirement account.","Interest Rate Amend Can Affect 401(k)s (AP) AP - With the stock market solely sputtering along this annum and the Federal Reserve raising interest rates, it may be time of review the holdings in your 401(k) retirement accounting.",5.0
Iraq Explosives Become Issue in Campaign The White House sought to explain the missing explosives in Iraq; John Kerry said the president had put U.S. troops at risk.,Iraq Explosives Become Issue in Campaign The White House sought to explain the absent explosives among Iraq; Jon Kerry said nova president had put U.S. troops at menaces.,5.0
Cell phone talker arrest refuels etiquette debate Cell phones in public are annoying--when other people use them. But how do we tackle the problem?,Cell phone talker arrest refuels etiquette discussing Cell phones in public are annoying--when other people use them. Albeit how do we confronts nova question?,5.0
"VoIP to Reach 10 of US Homes in 5 Years VoIP will reach about 400,000 US households by the end of this year, a number that will grow to 12.1 million, or 10 percent of all homes in the US, by 2009, according to a forecast by New-York-based research firm JupiterResearch.","VoIP to Obtain 10 of US Houses during 5 Years VoIP will reach about 400,000 US households by the end of this year, a number that will grow to 12.1 million, or 10 percent of tous homes for the US, by 2009, according to a forecast by New-York-based research firm JupiterResearch.",5.0
"India  #39;aiming for wins not records #39; DHAKA: India will focus on results and not records in the first Test against Bangladesh starting today, even though two of their players are on the verge of personal milestones, captain Saurav Ganguly said.","India  #39;aiming for wins not records #39; DHAKA: India volition accent on results and not record in the first Test against Bangladesh starting today, even whereas two of their players are on the verge of personal milestones, captain Saurav Ganguly stated.",5.0
EU backing for Romania elections The European Commission says the elections in Romania were conducted in an orderly manner and will not affect membership talks.,EU backups for Romania elect The European Commission says the elections in Romanians were conducted in an orderly manner and will nicht influence membership talks.,5.0
"Thousands of pictures worth one word: Organization Now that digital cameras have overtaken film cameras in sales, users are beginning to encounter a familiar problem: bulging image files and folders filling up computer hard drives.","Hundreds del pictures worth one adjective: Organization Henceforth that digital cameras have outdated film cameras in sales, users are beginning to encounter a familiar problem: bulging image files and folders filling up computer hard drives.",5.0
"Torvalds comes out against EU patent directive In the statement, issued Tuesday, the three developers argued that the legislation, called the software patent directive, would be harmful to the European economy.","Torvalds comes out against EU patent directive In to statement, issued Thursday, the three proponents argued that the legislation, called the software patent directive, should be negatives to the European economy.",5.0
"ICANN enters negotiations on .mobi, .jobs domains ICANN has begun commercial and technical negotiations with the applicant registries, bringing the number of domains in this second stage of evaluations to four. The other two are the .post and .travel domains.","ICANN enter negotiations on .mobi, .jobs domains ICANN has initiate commercial and technical negotiations with de applicant registries, bringing the number of domains in this second stage of evaluations to four. The alia two are de .post and .travel domains.",5.0
"BearingPoint CFO Out; Error Found McLean technology consulting company BearingPoint Inc. said yesterday that its chief financial officer, Robert S. Falcone, would retire on Nov. 30.","BearingPoint CFO Out; Error Found McLean technology consulting company BearingPoint Inc. said yesterday that its chief monetary gendarmes, Robert S. Falcone, would retirement sobre Janvier. 30.",5.0
"Nokia makes play for mobile content Java has suffered as a mobile content platform, compared to Qualcomm Brew, by having a fragmented channel and a confused economic proposition for developers.","Nokia makes play for mobile content Java possesses inflicted as una mobile content platform, likened to Qualcomm Beer, by having a fragmented channel and a confused economic proposition for developers.",5.0
"Time Warner: Lights, Camera, Inaction It stopped its MGM bid -- again -- citing financial discipline. But even if Sony buys the studio, problems may emerge down the road.","Time Warner: Lights, Camera, Inaction It stopped its MGM bid -- again -- citing financial discipline. But even si Sony buys du loft, problems maggio emerge down the estrada.",5.0
"Sender ID gains traction Leading ISPs, anti-spam vendors, and e-mail software companies are moving quickly to add support for the Microsoft-backed anti-spam technology standard Sender ID, even as some e-mail experts raise doubts that the technology will work.","Sender ID profits tension Leading ISPs, anti-spam vendors, and e-mail software companies are moving quickly to add support for the Microsoft-backed anti-spam technology standard Sender ID, even as some e-mail whiz provokes doubts that nova technology will work.",5.0
"Wal-Mart Dec. Sales Still Seen Up 1-3 Pct  CHICAGO (Reuters) - Wal-Mart Stores Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=WMT.N target=/stocks/quickinfo/fullquote""&gt;WMT.N&lt;/A&gt; said on  Saturday it still expects a 1 percent to 3 percent increase in  December sales at its U.S. stores open at least a year as sales  of general merchandise and winter items improved in the latest  week.","Wal-Mart Dec. Sales Still Seen Up 1-3 Pct  CHICAGO (Reuters) - Wal-Mart Stores Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=WMT.N target=/stocks/quickinfo/fullquote""&gt;WMT.N&tl;/une&gt; said on  Saturday it again expects a 1 percent to 3 percent increase in  Avril sales at its U.S. stores open at least a year as sales  of general merchandise and winter items improves in the latest  week.",5.0
"First Look: A BlackBerry for Phone Lovers RIM #39;s new BlackBerry 7100t phone represents a radical departure from the company #39;s text-centric roots. Research in Motion #39;s BlackBerry e-mail devices have gathered a loyal (if relatively small) following, and ","First Look: A BlackBerry for Phone Lovers RIM #39;s new BlackBerry 7100t telephones represents a radical departure from the company #39;s text-centric roots. Enquiry in Motion #39;s iphone e-mail devices have gathered a loyal (if relatively kiddo) later, and ",5.0
"CBS Fined  #36;550,000 for Jackson Stunt (AP) AP - Federal regulators on Wednesday fined CBS a record  #36;550,000 for Janet Jackson's ""wardrobe malfunction,"" which exposed the singer's breast during this year's Super Bowl halftime show.","CBS Fined  #36;550,000 toward Jackson Cascade (AP) AP - Federal regulators on Wednesday fined CBS a registered  #36;550,000 pour Janet Jackson's ""wardrobe malfunction,"" which exhibited the singer's breast during this year's Super Bowl halftime show.",5.0
"Sony abandons copy-control CDs SONY #39;S music unit is abandoning its CDs that use built-in technology that limits copying them, after pushing the program for two years.","Sony relinquish copy-control CDs SONY #39;S music unit is leaving its CDs that use built-in technology that borders copying them, subsequently pushing the program under two years.",5.0
"Locust Plague Hits Israel Israeli ag officials are coping with huge swarms of locusts sweeping in from North Africa, the first such invasion since 1959. Residents report clouds of the insects munching palm trees bare, but some citizens are eating the bugs.","Locust Plague Hits Israel Israeli ag officials are coping with huge swarms of lobsters sweeping in from North Africa, the first such invasion since 1959. Resident report clouds of the insects munching palm trees bare, but certain citizens are dine nova bugs.",5.0
"Deep, faint tremors in central California fascinate, worry &lt;b&gt;...&lt;/b&gt; Deep beneath the San Andreas Fault in central California, the ground has been erupting in strange, faint tremors that last up to 20 minutes, scientists reported Thursday.","Deep, faint twitches in central California fascinate, worry &lt;b&gt;...&lt;/b&gt; Deep beneath the San Andreas Fault in central California, the ground has been erupting during strange, faint tremor that last upwards to 20 minutes, scientists apprised Thursday.",5.0
"JBoss reaches certification landmark JBoss Application Server 4.0, the next version of the open-source application server, was released on Monday. The company claims that JBoss AS 4.0 is the first open-source application server to achieve J2EE ","JBoss reaches certification landmark JBoss Application Server 4.0, the next version of the open-source application server, was released on Monday. The corporate claims that JBoss AS 4.0 exists nova fiirst open-source application waiters to achieve J2EE ",5.0
"Ballmer: Linux Can't Compare to Windows (NewsFactor) NewsFactor - With CEO Steve Ballmer as the point man, Microsoft (Nasdaq: MSFT) has taken the\offensive in its ongoing confrontation with Linux and the open-source\community.","Ballmer: Linux Can't Compare to Windows (NewsFactor) NewsFactor - With CEO Steve Ballmer as the point hombre, Microsoft (Nasdaq: MSFT) has prise the\onslaught during its ongoing confrontation with Linux and the open-source\communities.",5.0
"Forstmann announces deal for IMG Buyout firm Forstmann Little  amp; Co. has signed a definitive agreement to acquire Cleveland, Ohio-based IMG. IMG is being acquired from trusts established by the late Mark McCormack, who founded the company, and ","Forstmann announces deal for IMG Buyout firm Forstmann Little  amp; Co. has signed a definitive agreement to acquire Cleveland, Ohio-based IMG. IMG is being profited from trustful established by the late Mark McCormack, who founded du firms, und ",5.0
"Deep-Sea Vessel Puts Ocean Floor in Reach (AP) AP - A new deep-sea research vessel will be able to carry people to 99 percent of the ocean floor, diving deeper than the famed Alvin that pioneered the study of seafloor vents, plate tectonics and deep ocean creatures over the past 40 years.","Deep-Sea Vessel Casts Ocean Floor at Achieve (AP) AP - A new deep-sea research vessel will be able to carry people to 99 percentage to the ocean floor, diving deeper than the famed Alvin that pioneered the study of seafloor vents, plate tectonics and deep ocean creatures over the past 40 years.",5.0
"UPDATE:Philippines Budget Data Boost Fiscal Reform Hopes MANILA (Dow Jones)--Improved revenue collection and tighter controls on government spending kept the Philippines #39; budget deficit well below the administration #39;s ceiling in the 10 months to October, spurring confidence in the market about the government #39;s ","UPDATE:Philippines Budget Data Boost Fiscal Reform Hopes MANILA (Dow Jones)--Improved revenue collection and tighter controls on government spending reared the Philippines #39; budget failure well below the administration #39;s ceiling in the 10 months to October, spurring confidence in the market roundabout du governmental #39;s ",5.0
"Rostock coach resigns following debacle Rostock, Germany (Sports Network) - Hansa Rostock coach Juri Schluenz resigned Sunday following a 6-0 loss at home to Hamburg. The loss left Rostock in the basement of the Bundesliga with eight points from 13 matches.","Rostock coaches resigns hereafter bankruptcy Rostock, Germany (Sports Network) - Hansa Rostock coach Juri Schluenz resigned Sunday following a 6-0 loss at home to Hamburg. The loss left Rostock in the cava of the Bundesliga with eight points from 13 couples.",5.0
Columnists: A Polluted Internet Worms and viruses that pollute the Internet aren't new. What's new is the incredible magnitude of the problem and how it's growing.,Columnists: A Polluted Internet Worms and viruses that pollute the Internet aren't new. What's new is du wonderful magnitude of nova problem and mode it's croissant.,5.0
Sergeant in Abu Ghraib Case Pleads Guilty to 8 Counts The highest-ranking Army reservist charged in the Abu Ghraib scandal pleaded guilty on Wednesday to eight counts of abusing prisoners and described in graphic ,Sergeant in Abu Ghraib Case Argues Culpability to 8 Counts The highest-ranking Army reservist charged in the Abu Ghraib scandal pleaded guilty on Wednesday to eight counts of abusing prisoners and contour at graph ,5.0
"Envoys dispatched to explain emergency BAGHDAD -- Iraq's interim prime minister, Iyad Allawi, is dispatching envoys to neighboring Arab states to win support for his handling of the insurgency in his homeland, a government spokesman said yesterday.","Envoys dispatched the explains emergency IRAQI -- Iraq's interim prime minister, Iyad Allawi, is dispatching envoys to neighboring Arab states to win support for his handling of the insurgency in his homeland, a government spokesman affirmed sunday.",5.0
"Death of Rare Bird Leaves Future Uncertain (AP) AP - One of the rarest birds on Earth came closer to being wiped out  #151; if not already extinct  #151; with the death of one of the last three believed to exist, officials said.","Death of Rare Bird Leaves Future Uncertain (AP) AP - One of the rarest birds on Earth came closer to being wiped out  #151; if not already extinct  #151; with the mort of uno of the past three believed to exist, retainers avowed.",5.0
"AMD Tries To Compete With Intel By Releasing Athlon 64 3000 AMD has expanded its family of low-voltage mobile processors designed to offer high performance, security and mobility for thin and light notebooks.","AMD Tries To Compete With Intel By Releasing Athlon 64 3000 AMD have prolonging its family of low-voltage mobile processors designed to furnish high performance, security and mobility onto thin and light movable.",5.0
"Democratic spirit v. Bush family values: the Latino dilemma in US polls (AFP) AFP - Like most US Latinos, members of the extended Rodriguez family say they will cast their votes for Democrat John Kerry in next month's presidential polls.","Democratic spirit v. Bush family values: the Latino dilemma in US polls (AFP) AFP - Fond majority US Latinos, members of the widened Rodriguez family told they will thrown their votes for Democrat John Kerry in next month's presidential polls.",5.0
"Harley-Davidson CEO to retire in April Jeffrey Bleustein, Harley-Davidson Co. chief executive officer, is retiring in April after 30 years with the company. Bleustein, 65, announced his retirement this afternoon at a company board meeting.","Harley-Davidson CEO to retire in April Jeffrey Bleustein, Harley-Davidson Co. chief executive officer, is retiring in December after 30 years with the company. Bleustein, 65, heralding his pension this noon at a venture board meeting.",5.0
"Tales of the City, Revisited This year, for the first time since the towers crumbled, New York City #39;s economy outperformed the nation #39;s. The average price for a Manhattan condo or co-op broke the \$1 million mark, a new record.","Escudos of the City, Inspect This year, for the first time already the towers crumbled, New York City #39;s economy outperformed the nation #39;s. The half price for a Manhattan condo or co-op broke the \$1 million mark, a new docket.",5.0
"Annan Starts Reshuffling UN Staff for Reform Push (Reuters) Reuters - U.N. Secretary-General Kofi\Annan on Monday chose the high-profile British head of a key\agency as his new chief of staff, the start of a reshuffle\aimed at instituting U.N. reforms and combating scandals.","Annan Outset Reshuffling UN Personnel during Reform Push (Reuters) Reuters - U.N. Secretary-General Kofi\Annan on Monday chose the high-profile British head of a key\agency as his new chief of staff, the initiating of a reshuffle\aimed at instituting U.N. reforms and fighting scandals.",5.0
