text,adv_text,minimal_k
"Team India gets the Sunny touch The cricket Board has appointed Gavaskar as consultant to the Indian team for the Test series beginning on Wednesday. His job, according to Gavaskar himself, is to help the players sort out their problems and advise them.","Team India gets the Sunny touch The cricket Board has appointed Gavaskar as consultant to the Indian team for the Test series beginning on Wednesday. His job, conforming to Gavaskar yourselves, is to help the actors sort out their problems and advise them.",3.0
UTC raises offer for UK #39;s Kidde Shares of UK #39;s Kidde were higher on speculation that a deal with United Technologies could be close. LONDON (Reuters) - Britain #39;s Kidde Plc Wednesday said it received a revised offer of \$2.69 billion from ,UTC begs offer for UK #39;s Kidde Shares of UK #39;s Kidde were higher on speculation that a deal with United Technologies could be close. LONDON (Reuters) - Britain #39;s Kidde Plc Wednesday declared it received una revised offer of \$2.69 billion from ,3.0
Jackson swears loyalty to team Stephen Jackson already has made clear his willingness to do whatever it takes to be a part of a winning team again -- including coming off the bench behind Indiana Pacers veteran Reggie Miller.,Jackson swears loyalty to team Stephen Jackson already haya made clear his willingness to do whatever it takes to be a part of a winning team again -- comprising coming deactivated the bench behind Indiana Pacers veteran Reggie Miller.,3.0
"Marsh CEO Says Probe Near End  NEW YORK (Reuters) - Marsh   McLennan Cos. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MMC.N target=/stocks/quickinfo/fullquote""&gt;MMC.N&lt;/A&gt; will  wrap up its probe into its business practices by early January  and set aside more than the \$232 million allocated for legal  costs last month to settle bid-rigging claims, Chief Executive  Michael Cherkasky said.","Marsh CEO Says Probe Near Discontinue  NEW YORK (Reuters) - Marsh   McLennan Cos. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MMC.N target=/stocks/quickinfo/fullquote""&gt;MMC.N&lt;/A&gt; will  readjustment up its probe into its business practices by early January  and set aside more than the \$232 million allocated for legal  costs last month to settle bid-rigging claims, Jefe Executive  Michael Cherkasky said.",3.0
"Infineon Revs Up, But Slowdown Coming Memory was little help to Munich, Germanys Infineon Technologies AG in its now closed fiscal Q4. The company reported Q4 revenues of \$2.","Infineon Revs Up, But Slowdown Coming Memory was kiddo help to Munich, Germanys Infineon Technologies AG in its now closed fiscal Q4. The company indicated Q4 revenues de \$2.",3.0
 #39;Appalled #39; Caborn to launch protest The sports minister Richard Caborn joined Sven-Goran Eriksson and the Football Association in condemning the racist chanting that marred the friendly between Spain and England last night., #39;Appalled #39; Caborn to induction protest The sports minister Richard Caborn joined Sven-Goran Eriksson and the Football Association in criticised the racist chanting that marred the friendly between Spain and England last nocturnal.,3.0
Chip and PC Stocks Mixed on Warnings Semiconductor stocks were mixed Tuesday after Advanced Micro Devices Inc. warned quarterly revenue would be lower than expected due to sluggish sales of flash memory chips used in mobile phones and other devices.,Puce and PC Stockpiled Mixed on Warnings Semiconductor stocks took mixed Tuesday after Advanced Micro Devices Inc. warned quarterly revenue would be lower than expected due to sluggish sales of flash memory chips used in mobile phones and other devices.,3.0
"Martnez's Value Goes Beyond Mound The Mets are hoping to use Pedro Martnez as a tool for marketing, recruiting free agents and expanding their appeal in the Caribbean and South America.","Martnez's Value Disappears Beyond Mound The Mets are hoping to usage Pedro Martnez as una tool for marketing, recruiting free agents and expanding their appeal in the Caribbean and South America.",3.0
"Merck Pulls Vioxx Painkiller From Market, and Stock Plunges Merck said it voluntarily pulled the drug after new data from a clinical trial found an increased risk of heart attack and stroke.","Mirek Pulls Vioxx Painkiller From Market, and Stock Plunges Merck declared it wilful pulled the drug after new data from a clinical trial found an increased risk of heart attack and stroke.",3.0
Chile #39;s Pinochet facing human rights charges A judge in Chile is once again trying to bring former dictator Augusto Pinochet to trial for humans rights abuses during his 1973-90 regime.,Chile #39;s Pinochet confront human rights charges A judge in Chile is once even attempt to bring former dictator Augusto Pinochet to trial for humans rights abuses during his 1973-90 regime.,3.0
