text,adv_text,minimal_k
"Well.  Everyone has different definition on what 'beauty' is.  I like Lin Qingxia, but I think many girls are prettier than she was. (She is more than 40 years old now). \nIf ""Lin Qingxia"" is the most beautiful woman in the Chinese cinema, the most handsome man in Chinese cinema should be ""Chin Han"" because they always made movies together.\nHowever, A male movie star once was asked his girlfriend in real life or the girlfriend in movie is more beautiful.  He gave a very good answer: ""I think my mother is the most beautiful woman in the world.""  :)","Well.  Everyone has different definition on what 'beauty' is.  I like Lin Qingxia, but I think many girls are prettier than she was. (She is more than 40 years old now). \nIf ""Lin Qingxia"" is the more magnifique woman in the Chinese cinema, the most handsome man in Chinese cinema should be ""Chin Han"" because they always made movies together.\nHowever, A male movie star once was solicited his girlfriend in real life or the girlfriend in movie is more beautiful.  He gave a very good answer: ""I think my mother is the most beautiful woman in the world.""  :)",3.0
"In Africa, a pride of lions (male: ~400 lbs, female: ~280 lbs) pretty regularly hunt wildebeest (440-600 lbs), although they usually go after the sick or young ones.  Occasionally, they can take down a giraffe (2420-4250 lbs), but this doesn't happen often.  Elephants (11,000 lbs) and rhinos (2500 lbs) are just a little dangerous to be bothered.\nIn Asia, tigers can take down a water buffalo (1800-2600 lbs), although again, they usually go for the sick or young ones.\nThese are the cats with the largest prey.","In Africa, a pride of lions (male: ~400 lbs, female: ~280 lbs) pretty regularly hunt wildebeest (440-600 lbs), although they usually go after the sick or young ones.  Sometime, they can take down a giraffe (2420-4250 lbs), but this doesn't happen often.  Elephants (11,000 lbs) and rhinos (2500 lbs) are just a little dangerous to be bothered.\rhine Asian, tigers can take down a water buffalo (1800-2600 lbs), although again, they usually go for the sick or young ones.\nThese are the cats with the largest prey.",3.0
"Take your pick:\n\nEvangelical Lutheran Church-Grand Canyon Synod\n4423 N 24th St # 400, Phoenix, AZ\n(602) 957-3223\n\nAmerican Ev Lutheran Church\n1830 W Glenrosa Ave, Phoenix, AZ\n(602) 265-2527\n\nChrist the Redeemer Lutheran Church\n8801 N 43rd Ave, Phoenix, AZ\n(623) 934-3286\n\nLutheran Church of the Master\n2340 W Cactus Rd, Phoenix, AZ\n(602) 997-7439\n\nGood Shepherd Lutheran Church\n3040 N 7th Ave, Phoenix, AZ\n(602) 265-7130\n\nBethel Lutheran Church\n7310 N 27th Ave, Phoenix, AZ\n(602) 995-0629\n\nPrayer Garden\n9849 N 40th St, Phoenix, AZ\n(602) 996-4040\n\nAhwatukee Health Resources\n11002 S 48th St, Phoenix, AZ\n(480) 893-3137\n\nMount of Olives Lutheran Church\n3546 E Thomas Rd, Phoenix, AZ\n(602) 956-1620\n\nWestridge Lutheran Church\n8444 W Encanto Blvd, Phoenix, AZ\n(623) 849-4327","Taking votre taken:\n\nEvangelical Lutheran Church-Grand Canyon Synod\n4423 N 24th St # 400, Phoenix, AZ\n(602) 957-3223\n\nAmerican Ev Lutheran Church\n1830 W Glenrosa Ave, Phoenix, AZ\n(602) 265-2527\n\nChrist the Redeemer Lutheran Church\n8801 N 43rd Ave, Phoenix, AZ\n(623) 934-3286\n\nLutheran Church of the Master\n2340 W Cactus Rd, Phoenix, AZ\n(602) 997-7439\n\nGood Shepherd Lutheran Church\n3040 N 7th Ave, Phoenix, AZ\n(602) 265-7130\n\nBethel Lutheran Church\n7310 N 27th Ave, Phoenix, AZ\n(602) 995-0629\n\nPrayer Garden\n9849 N 40th St, Phoenix, AZ\n(602) 996-4040\n\nAhwatukee Health Resources\n11002 S 48th St, Phoenix, AZ\n(480) 893-3137\n\nMount of Olives Lutheran Church\n3546 E Thomas Rd, Phoenix, AZ\n(602) 956-1620\n\nWestridge Lutheran Church\n8444 W Encanto Blvd, Phoenix, AZ\n(623) 849-4327",3.0
"When we tickle ourselves, our mind knows in advance that is supposed to happen. So we develop some sort of a defence to counter the effect of the tickle.\nWhen somebody else tickles us suddenly our body is not prepared for that change of state.\n\n Even if u hit urself (not too hard) it pains lesser than when some body else hits u suddenly.","When we tickle ourselves, our mind knows in advance that is supposed to happen. So we develop some sort of a defence to counter the effect of the tickle.\nWhen somebody else tickles us suddenly our body is not prepared for that change of state.\n\n Even if u hit urself (not too hard) it pain weakest than when some body else hits u unexpectedly.",3.0
"While it is true that Eric Dickerson holds the single season *total* rushing yards record, he accomplished this in a 16-game season. On the other hand, O.J. Simpson is the only player in NFL history to break the 2,000 yard barrier in a single 14-game season. O.J. Simpson gained 143 yards per game in his record-breaking season, while Dickerson only gained 131 yards per game in his. So, the answer depends on whether you are interested in total yards or yards per game.","While it is true that Eric Dickerson holds the single season *total* rushing yards record, he accomplished this in a 16-game season. On the other hand, O.J. Simpson is the only player in NFL history to break the 2,000 yard barrier in a single 14-game season. O.J. Simpson gained 143 yards per game in his record-breaking season, while Dickerson only gained 131 yards per game in his. Even, the replying varies on whether you are interested in total yards or yards per game.",3.0
"Yes, not any time soon, but expect the trend to increase as companies find ways to reduce costs. Get into management and your job will be saved.","Yes, not any time soon, but expect the trend to increase as companies find ways to reduce costs. Obtains into bureaucratic and your job will be rescue.",3.0
"Presumably because they tend to be longer/bigger to accommodate extra space, and the most efficient place to put a larger stall is at the end of the room. (It would be in the way if it were in the middle.)","Presumably because they tend to be longer/bigger to accommodate extra space, and the most efficient place to put a larger stall is at the end of the room. (It would be at the way lf it constituted in the middle.)",3.0
"None.  There is no God. \n\nReligion is a primitive attempt at understanding how the world works. It has been completely replaced by the Scientific Method, which is the greatest discovery of all time.\n\nThere is no more evidence for the existence of God than there is for the existence of leprechauns. Better to spend our time enjoying our wonderful world and helping our fellow beings instead of arguing about which brand of imaginary supernatural friend is the ""right one"".","None.  There is no God. \n\nReligion is a primitive attempt at understanding how the world works. It has been completely replaced by the Scientific Method, which is the greatest discovery of all time.\n\nThere is nos more evidence towards the existence di God than there is for the existence of leprechauns. Better to spend our time enjoying our wonderful world and helping our fellow beings instead of arguing about which brand of imaginary supernatural friend is the ""right one"".",3.0
"Well... being that people get 'points' for answering questions, I'm sure there will be a lot of 'filler' questions going into this one, so I'd guess you'll get 50 in here, but about 4 or 5 on average.","Well... being that people get 'points' for answering questions, I'm sure there will be a lot of 'filler' questions going into this one, so I'd guess you'll attains 50 in here, nonetheless about 4 or 5 on averages.",3.0
"Filipinos aren't the only cluture group who do so,\nand it makes historic sense: homo sapiens had hands long before tools and spoons were ""invented"".","Filipinos aren't the only cluture group who do so,\nand it makes historic sensation: gays sapiens had hands lengthened before tools and spoons were ""invented"".",3.0
"I have not tried it, but from what I have read, it emphasizes that weight loss/control is a simple measure of burning more calories than you take in.  \n\nIt's available online for reading (http://www.fourmilab.to/hackdiet/www/hackdietf.html).  I also found a blog of someone who tried it (http://www.metagrrrl.com/metagrrrl/2004/08/progress_on_the.html).  \n\nGood luck!","I have not tried it, but from what I have read, it emphasizes that weight loss/control is a simple measure of burning more calories than you take in.  \n\nIt's available online for reading (http://www.fourmilab.to/hackdiet/www/hackdietf.html).  I yet detected a blog of someone who endeavour it (http://www.metagrrrl.com/metagrrrl/2004/08/progress_on_the.html).  \n\nGood luck!",3.0
"The green flash is real... here are resources to read about it:\nhttp://mintaka.sdsu.edu/GF/reading.html\n\nAlso, below is a link to go see some pictures of the flash.","The green flash is real... here are resources to read about it:\nhttp://mintaka.sdsu.edu/GF/reading.html\n\nAlso, below is a link to go see some photography to nova flash.",3.0
"Just go to vanguard.com or any of the brokerage firms (Vanguard usually has the lowest fees), sign up for a rollover IRA account, and follow the directions they give you. It usually involves filling out a form and submitting that to whatever company is managing your old 401(k).","Just go to vanguard.com or any of the brokerage firms (Vanguard usually has the lowest fees), sign up for a rollover IRA account, and follow the directions they give you. It fluently presupposes filling out a form and submitting that pour whatever company is managing your old 401(k).",3.0
"michael jordan is something like VP of the Jordan Brand for Nike. he's got final approval over the entire line - shoes, shirts, pants, etc. he's also spending a lot of time with his family. his son jeffrey is a sophomore in high school and he's going to his basketball games.\n\nthis was all that i remember from when he was on oprah.","michael jordan is something like VP of the Jordan Brand for Nike. he's got final approval over the entire line - shoes, shirts, pants, etc. he's also spending a lot of time with his family. his son jeffrey is a sophomore in high school and he's going to his basketball games.\n\nthis was all that i remember from kai il was orn oprah.",3.0
"According to basketball.com's listing of NBA records, Brent Price (Washington) hit 13 in a row from 1/15/96 to 1/19/96; Terry Mills (Detroit) also hit 13 in a row from 12/4/96 to 12/7/96.  Don't see anything about most consecutive 3 pointers hit in one single game.","According to basketball.com's listing of NBA records, Brent Price (Washington) beaten 13 in a row from 1/15/96 to 1/19/96; Terry Mills (Detroit) also hit 13 in a row from 12/4/96 to 12/7/96.  Don't see anything about biggest consecutive 3 signposts hit in one single game.",3.0
"""The Mona Lisa (Italian, Spanish: La Gioconda; French: La Joconde), is an oil painting on poplar wood by the famous Italian Renaissance artist Leonardo da Vinci and is perhaps the most famous painting in art history; few other works of art are as romanticized, celebrated, or reproduced. It is owned by the French government and hangs in the Musée du Louvre in Paris.\n\nThe painting shows a woman looking out at the viewer with what is often described as an ""enigmatic smile"".""\n\nCheck the source for more information.","""The Mona Lisa (Italian, Spanish: La Gioconda; French: La Joconde), is an oil painting on poplar wood by the famous Italian Renaissance artist Leonardo da Vinci and is perhaps the most famous painting in art history; few other works of art are as romanticized, celebrated, or reproduced. It is owned by the French government and hangs in the Musée du Louvre in Paris.\n\nThe lacquer display a woman searches out at the viewer with what is often described as an ""enigmatic smile"".""\n\nCheck the source for more information.",3.0
think about how you would feel if someone you love would go to another love and may forget about you and your kids,think toward how you should think if someone you love would go to another love and may forget about you and your kids,3.0
"Italians say "" Masters ..we born ! ""\nSo any person born for a role in life , and he should exept it .","Italians say "" Masters ..we born ! ""\nSo everything person ould for a role in life , y he should exept it .",3.0
"Most of the camera works exactly the same as any other... there's a lens that focuses and a shutter that is normally closed, blocking light from passing through the camera, but opens when you want to take a picture. In a film camera, the light that gets through the shutter while it is open hits film, which is chemically sensitive to light. Digital cameras use a charged-couple device instead. This is a photosensitive (sensitive to light) computer chip, which converts the light energy into information that can be read by a computer.","Most of the camera works exactly the same as any other... there's a lens that focuses and a shutter that is normally closed, blocking light from passing through the camera, but opens when you want to take a picture. Across a film camera, the light that gets through the shutter while it is open hits film, whom exists chemically sensitive to light. Digital cameras use a charged-couple device instead. This is a photosensitive (sensitive to light) computer chip, which converts the light energy into information that can be read by a computer.",3.0
"If both parties have the internet then MSN messenger has a Voice Chat function, as do many Instant Message programs. If you are not a fan of IM's, try Ventrillo or Teamspeak.\n\nSkype has already been mentioned.\n\nYou can purchase telephone handsets for your PC if a headset/mic combo is not suitable.","If both parties have the internet then MSN messenger has a Voice Chat function, as do many Instant Message programs. If you are not a fan of IM's, try Ventrillo or Teamspeak.\n\nSkype has because been cited.\n\nYou can purchase telephone handsets for your PC unless a headset/mic combo is not suitable.",3.0
"The farthest I went was Calculus II in college.  Do I use advanced calculus in my everyday life?  No.  \n\nHowever, it's not the idea of using it in everyday life, it's the problem solving skills you gain that make you smarter.  It helps to show you there are many ways to approach problems and helps you choose the best way to try solving them.  Don't give up on difficult subjects like these in school.  While you may not use the concepts day to day, you'll use problems solving skills every day for the rest of your life.","The farthest I went was Calculus II in college.  Do I use advanced calculus in my everyday life?  No.  \n\nHowever, it's not the idea of using it in everyday life, it's the problem solving skills you gain that make you smarter.  It helps to show you there are many ways to approach problems and helps you choose the best way to try solving them.  Don't provide up on difficult subjects like these in school.  Notwithstanding you maggio not use the concepts day to day, you'll use problems solving skills every day for the rest of your life.",3.0
"Lol, there is no such thing as out-perverting a pervert, I am afraid. The weirder you get, the more they are going to be interested in you and the more they think they are rubbing off on you!\n\nCall the police or something.","Lol, there is no such thing as out-perverting a pervert, I am afraid. The weirder you get, the more they are going to be interested in you and the more they think they are rubbing off on you!\n\nCall the nypd oder nada.",3.0
"That guy is a nut case, in my opinion, if he figues out how to make nucular weapons, we all better watch out. Course he is friends with our Gov of New Mexico! The Gov flys over there and tries to talk him out of deveploping the stuff. He's probably just trying to use the power to get stuff from the US! :)","That guy is a nut case, in my opinion, if he figues out how to make nucular weapons, we all better watch out. Trajectory he is soulmates avec our Gov of New Mexico! The Gov flys over there and tries to talk him out of deveploping the stuff. He's probably just trying to use the power to get stuff from the US! :)",3.0
first contact USCIS.gov and take a look at the immigration forms and fees for applying.  I'm sure you fall into a paticular category so I can't be anymore direct.,first contact USCIS.gov and take a look at the immigration forms and fees for applying.  I'm secure you fall into a paticular class so I can't be anymore directing.,3.0
"My favorites are Battlefield 2 and Raven shield. Two GREAT games. Espically BF2 with me being a stat fanatic, and all. Plus is has great graphics. Raven shield is an older game, But I like it because I own at it. :} Unreal Tournament 99, An oldie but one of the greatest games ever made. My very first game I got almost 6 years ago.","My favorites are Battlefield 2 and Raven shield. Two GREAT games. Espically BF2 with me being a stat fanatic, and all. Plus is has great graphics. Blackbird shield is an older game, But I adores it because I own at it. :} Unreal Tournament 99, An oldie but one of the greatest games perpetually made. My very first game I got almost 6 years ago.",3.0
"Save the Tiger Fund has a list of all the conservation agencies that are trying to help:\nhttp://www.savethetigerfund.org/Directory/tigersintrouble.htm\n\nI think there are a few Texas ranchers with tigers. They raise just about every big mammal on the exotic animal ranches in Texas. It's private land, and they have big ranches, so nobody tells them what to do or not do.","Save the Tiger Fund has a list of all the conservation agencies that are trying to help:\nhttp://www.savethetigerfund.org/Directory/tigersintrouble.htm\n\nI think there are una few Texas grower with tigers. They provokes just about every big mammal on the exotic animal ranches in Texas. It's private land, and they have big ranches, so nobody tells them what to do or not do.",3.0
The universe is so huge that it would be a common sense thing to belive that life exists else where. But it would be a question how that animals might have formed?. How will they differ from us? How will they reproduce or reproduce in first place? or will they ever die? will their genetic code read lines of death or aging?,The universe is so huge that it would be a common sense thing to belive that life exists else where. But it would be a question how that animals might have formed?. How volition they deviate from us? How will they reproduce or reproduce in first place? neither will they ever die? will their genetic code read lines of death or aging?,3.0
Last twelve months.  It is a useful way of talking about a more current yearly snapshot of how the company is doing (as opposed to talking about last calendar year's results).,Last twelve months.  It is a useful manner of talking nearly a more current yearly snapshot of how the company is doing (because opposed to talking about last calendar year's results).,3.0
