text,adv_text,minimal_k
"Virgin Galactic is offering this ""as soon as 2008"" for the low price of 100 million USD.  Realistically, it will probably take more than a few years to ramp up tourist missions to the moon, especially if no one is signing up...","Virgin Galactic is offering this ""as soon as 2008"" for the low price of 100 million USD.  Realistically, it will probably take more than a few years to ramp up tourist missions to the moon, especially although no one is signature up...",2.0
"Costco gives some of the best rates. \nThe service is very good, too. There was this time when I couldn't start my car. Since it's a certain European car, it couldn't be jumpstarted by a friend's car. Only a tow truck had enough power to jumpstart it. I called the Costco auto assitance. Not only did they send a tow truck quickly, but they also called to follow up on whether the problem was fixed or not. Highly recommend it!","Costco gives some of the best rates. \nThe service is very good, too. There was this time when I couldn't start my car. Since it's a certain European car, it couldn't be jumpstarted by a friend's car. Only a tow truck had enough power to jumpstart it. I called the Costco auto assitance. Not only did they send a tow truck quickly, but they also called to follow up on whether the problem was fixed or not. Terribly proposed it!",2.0
"Possibly because African royalty used umbrellas as protection from the sun, and opening one in the shade was considered an insult to the sun god. Opening it indoors was also taboo.","Possibly because African royalty used umbrellas as protection from the sun, and opening one in the shade was considered an insult to the sun god. Opening it inner was apart taboo.",2.0
"Please try http://www.TutorVista.com for high-quality tutoring for K-12 and College students.\n\nWe offer UNLIMITED tutoring hours in all subjects for only $99.99 a month! The tutoring is done over the Internet. It is one-on-one tutoring, one tutor per student. You can try it FREE - two hours of tutoring to try it for yourself! \n\nVisit http://www.TutorVista.com or call 866-735-0516 (toll-free)","Please try http://www.TutorVista.com for high-quality tutoring for K-12 and College students.\n\nWe offer UNLIMITED tutoring hours in all subjects for only $99.99 a month! The tutoring is done over the Internet. It is one-on-one tutoring, one tutor per student. You can endeavours it FREE - deux hours of tutoring to try it for yourself! \n\nVisit http://www.TutorVista.com or call 866-735-0516 (toll-free)",2.0
"Canadians celebrate Thanksgiving on the 2nd Monday of October.\n\n""The farmers in Europe held celebrations at harvest time. They filled a curved goat's horn with fruit and grain to give thanks for their good fortune and the abundance of food. They brought this tradition when they came to Canada.\n\nDuring the American Revolution, Americans who remained loyal to England moved to Canada where they brought the customs and practices of the American Thanksgiving to Canada.""\n\nMore information about the history of Canadian Thanksgiving:\n\nhttp://www.geocities.com/ouravonlea/canadian-thanksgiving.html","Canadians celebrate Thanksgiving on the 2nd Monday of October.\n\n""The farmers in Europe held celebrations at harvest time. They filled a curved goat's horn with fruit and grain to give thanks for their good fortune and the abundance of food. They brought this tradition when they came to Canada.\n\nDuring the American Revolution, Americans who remained staunch to England moved to Canada where they brought the customs and practices of the American Thanksgiving to Canada.""\n\nMore information about the saga of Canadian Thanksgiving:\n\nhttp://www.geocities.com/ouravonlea/canadian-thanksgiving.html",2.0
"It is a nice touch, even in a casual workplace, to get the business cards of people you interview with, and send them a quick email thank you note. Although it will not sway the decision of that particular job, if there's another job that the person knows about, they will remember you and have your email in their inbox to contact you about it.  Just be brief, and don't make it sound like a form letter.","It is a nice touch, even in a casual workplace, to get the business cards of people you interview with, and send them a quick email thank you note. Although it will not sway the decision of that particular job, if there's another job that the person knows about, they will remember you and have your email in their inbox to contact you about it.  Exclusively be anyways, and don't make it sound like a form letter.",2.0
"The ukulele, or uke, is a fretted string instrument. It's a smaller, four-stringed version of the guitar. In the early 20th century, the instrument's name was often rendered as ""ukelele"", a spelling still used in Great Britain. The Hawai'ian spelling 'ukulele is also sometimes seen.","The ukulele, or uke, is a fretted string instrument. It's a smaller, four-stringed version of the guitar. In the early 20th century, the instrument's name was often rendered as ""ukelele"", a spelling still used in Great Britain. The Hawai'ian spelling 'ukulele is yet habitually seen.",2.0
"Ferdinand Magellan was dubbed the ""discoverer"" of the Philippines after he landed on the island of Homonhon, near Samar, on March 17, 1521. He claimed the islands in the name of King Philip II of Spain and named them Felipinas, the Philippines. He was later killed in Mactan Island of Cebu in a clash with native warriors led by a chieftain named Lapu-lapu.","Ferdinand Magellan was dubbed the ""discoverer"" of the Philippines after he landed on the island of Homonhon, near Samar, on March 17, 1521. He claimed the islands in the name of King Philip II of Spain and named them Felipinas, the Philippines. He was trailing deaths in Mactan Island of Cebu in a clash with native warriors led by a chieftain named Lapu-lapu.",2.0
"I guess it's because I'm not a parent, but I don't understand why you can't tell your son where babies actually come from?  Don't you know?","I guess it's because I'm not a parent, but I don't understand why you can't tell your son where babies actually come from?  Don't te knowing?",2.0
"It means to ride on the back of something else. The term itself is just a derivation of the phrase ""pick back"", which meant to throw something on your back for the purpose of carrying it.","It means to ride on the back of something else. The term itself is just a derivation of the phrase ""pick back"", whom signified to throw something on your back for the purpose of carrying it.",2.0
"In political science, a ""nation"" refers to a group of people who feel bound into a single body by shared culture, values, folkways, religion and/or language.  A ""state"" just refers to a patch of land with a sovereign government.  States often coincide with nations (and are called ""nation-states,"" but not always.  States that overlap multiple nations tend to have civil wars; states that exclude parts of a nation tend to have wars with the neighboring state(s) that contain the rest of the nation.","In political science, a ""nation"" refers to a group of people who feel bound into a single body by shared culture, values, folkways, religion and/or language.  A ""state"" just refers to a patch of land with a sovereign government.  States often coincide with nations (and are called ""nation-states,"" but nope ever.  States that overlap multiple nations tend to have civil wars; states that exclude parts of a nation tend to have wars with the neighboring state(s) that contain the rest of the nation.",2.0
